Name,AgeYears,AgeMonths,Gender,ClientId,ClientCode,RegionId,Region,InstitutionId,Institution,GroupId,Group,SubGroupId1,SubGroup1,SubGroupId2,SubGroup2,TestResultId,DateCompleted,DaysSince,QuestionsCompleted,Band,Score,Duration,An01,Sc01,Du01,An02,Sc02,Du02,An03,Sc03,Du03,An04,Sc04,Du04,An05,Sc05,Du05,An06,Sc06,Du06,An07,Sc07,Du07,An08,Sc08,Du08,An09,Sc09,Du09,An10,Sc10,Du10,An11,Sc11,Du11,An12,Sc12,Du12,An13,Sc13,Du13,An14,Sc14,Du14,An15,Sc15,Du15,An16,Sc16,Du16,An17,Sc17,Du17,An18,Sc18,Du18,An19,Sc19,Du19,An20,Sc20,Du20,An21,Sc21,Du21,An22,Sc22,Du22,An23,Sc23,Du23,An24,Sc24,Du24,An25,Sc25,Du25,An26,Sc26,Du26,An27,Sc27,Du27,An28,Sc28,Du28,An29,Sc29,Du29,An30,Sc30,Du30,An31,Sc31,Du31,An32,Sc32,Du32
rkr1676,22,271,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,677822,12/01/2016 09:03,178,32,4,24,132,Same,1,9,Not the same,1,5,Not the same,1,3,Same,1,4,Not the same,1,4,Same,1,4,Not the same,0,4,Not the same,1,5,Same,1,4,Same,1,7,Not the same,1,3,Not the same,1,5,Not the same,1,3,Same,1,4,Same,1,6,Not the same,1,4,Same,1,3,Same,1,4,Not the same,1,3,Not the same,1,3,Same,1,3,Not the same,0,5,Not the same,0,3,Not the same,1,3,Same,0,4,Not the same,0,6,Not the same,1,4,Not the same,1,4,Not the same,0,3,Not the same,0,3,Same,0,4,Not the same,1,3
rkr1677,21,253,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29901,Public Relations N4,0,0,677805,12/01/2016 09:03,178,32,2,20,201,Not the same,0,12,Not the same,1,4,Not the same,1,11,Same,1,8,Not the same,1,8,Same,1,8,Not the same,0,8,Same,0,7,Same,1,8,Not the same,0,9,Not the same,1,9,Not the same,1,4,Not the same,1,5,Same,1,5,Same,1,5,Not the same,1,5,Same,1,3,Same,1,6,Not the same,1,11,Not the same,1,6,Not the same,0,4,Not the same,0,4,Not the same,0,4,Not the same,1,6,Same,0,6,Not the same,0,5,Not the same,1,6,Not the same,1,4,Not the same,0,4,Not the same,0,3,Same,0,8,Not the same,1,5
rkr1678,19,237,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29873,Nated,29931,Electrical & Mechanical Studies N1,0,0,677672,12/01/2016 08:53,178,32,3,22,189,Same,1,10,Same,0,7,Not the same,1,7,Same,1,7,Not the same,1,10,Same,1,5,Same,1,8,Not the same,1,6,Same,1,6,Not the same,0,5,Not the same,1,4,Not the same,1,4,Not the same,1,5,Not the same,0,10,Same,1,6,Not the same,1,5,Same,1,5,Not the same,0,4,Not the same,1,5,Not the same,1,4,Not the same,0,4,Not the same,0,7,Not the same,0,5,Not the same,1,7,Not the same,1,4,Not the same,0,6,Not the same,1,6,Not the same,1,5,Not the same,0,6,Not the same,0,4,Not the same,1,8,Not the same,1,4
rkr1679,18,221,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29873,Nated,29931,Electrical & Mechanical Studies N1,0,0,677687,12/01/2016 08:53,178,32,3,22,178,Same,1,6,Not the same,1,7,Not the same,1,6,Same,1,5,Not the same,1,7,Same,1,7,Same,1,6,Not the same,1,5,Same,1,4,Same,1,4,Not the same,1,4,Not the same,1,5,Not the same,1,3,Same,1,6,Same,1,3,Not the same,1,5,Same,1,5,Same,1,4,Same,0,5,Not the same,1,6,Not the same,0,5,Not the same,0,5,Not the same,0,5,Not the same,1,7,Same,0,5,Same,1,4,Same,0,6,Not the same,1,10,Not the same,0,7,Not the same,0,11,Same,0,5,Same,0,5
rkr1680,25,303,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29901,Public Relations N4,0,0,677631,12/01/2016 08:48,178,32,3,22,155,Same,1,11,Not the same,1,9,Not the same,1,7,Same,1,6,Not the same,1,6,Same,1,4,Same,1,6,Same,0,4,Same,1,4,Same,1,4,Same,0,5,Not the same,1,7,Not the same,1,5,Same,1,5,Same,1,4,Not the same,1,4,Same,1,3,Same,1,3,Same,0,5,Same,0,5,Same,1,4,Same,1,4,Same,1,3,Not the same,1,4,Same,0,6,Same,1,3,Same,0,5,Same,0,3,Same,1,3,Not the same,0,3,Same,0,4,Same,0,6
rkr1681,20,249,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29873,Nated,29946,Business Studies Intro N4,0,0,677533,12/01/2016 08:39,178,32,3,22,162,Same,1,6,Not the same,1,6,Not the same,1,7,Same,1,3,Same,0,8,Same,1,6,Same,1,5,Not the same,1,5,Same,1,6,Not the same,0,5,Not the same,1,4,Not the same,1,5,Not the same,1,5,Same,1,3,Not the same,0,6,Not the same,1,3,Not the same,0,4,Same,1,4,Not the same,1,3,Not the same,1,4,Not the same,0,4,Same,1,4,Same,1,4,Not the same,1,12,Not the same,1,3,Same,1,4,Same,0,5,Not the same,1,5,Not the same,0,8,Not the same,0,5,Same,0,6,Same,0,4
rkr1682,24,296,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29873,Nated,29948,Educare N5,0,0,677452,12/01/2016 08:29,178,32,3,21,122,Same,1,8,Not the same,1,6,Same,0,4,Same,1,5,Not the same,1,7,Not the same,0,3,Not the same,0,6,Not the same,1,5,Same,1,4,Same,1,3,Not the same,1,5,Not the same,1,4,Not the same,1,3,Same,1,3,Same,1,2,Not the same,1,3,Same,1,4,Not the same,0,3,Not the same,1,2,Same,0,5,Not the same,0,3,Same,1,4,Not the same,0,3,Not the same,1,4,Same,0,2,Same,1,3,Not the same,1,4,Not the same,1,2,Not the same,0,2,Not the same,0,2,Same,0,3,Not the same,1,5
rkr1683,18,216,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29904,Tourism N4,0,0,677172,12/01/2016 07:59,178,32,4,26,195,Same,1,6,Not the same,1,8,Not the same,1,16,Same,1,6,Not the same,1,9,Same,1,4,Same,1,6,Not the same,1,7,Same,1,7,Same,1,11,Not the same,1,8,Not the same,1,15,Not the same,1,4,Same,1,9,Same,1,3,Not the same,1,5,Same,1,4,Same,1,4,Not the same,1,4,Not the same,1,6,Same,1,5,Same,1,5,Same,1,3,Not the same,1,3,Same,0,3,Same,1,4,Same,0,6,Not the same,1,8,Not the same,0,4,Not the same,0,3,Same,0,5,Same,0,4
rkr1684,18,218,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29873,Nated,29965,Public Relations N4,0,0,676889,12/01/2016 07:35,178,32,4,23,167,Same,1,7,Not the same,1,5,Not the same,1,6,Same,1,3,Not the same,1,6,Same,1,4,Not the same,0,4,Not the same,1,3,Same,1,3,Not the same,0,5,Not the same,1,6,Not the same,1,5,Not the same,1,3,Same,1,5,Same,1,2,Not the same,1,4,Same,1,5,Same,1,5,Not the same,1,5,Same,0,8,Same,1,6,Same,1,7,Not the same,0,5,Not the same,1,5,Same,0,5,Not the same,0,6,Not the same,1,4,Same,0,6,Same,1,5,Same,1,5,Same,0,4,Same,0,15
rkr1685,22,268,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47646,Office Administration L2 Group 2,0,0,676865,12/01/2016 07:32,178,32,4,23,149,Same,1,7,Not the same,1,4,Same,0,5,Same,1,7,Not the same,1,5,Same,1,5,Same,1,5,Not the same,1,5,Same,1,6,Same,1,7,Not the same,1,3,Not the same,1,6,Not the same,1,2,Same,1,4,Same,1,4,Not the same,1,4,Same,1,5,Not the same,0,4,Same,0,5,Not the same,1,4,Not the same,0,4,Same,1,7,Same,1,5,Not the same,1,4,Same,0,6,Same,1,4,Not the same,1,5,Not the same,1,4,Not the same,0,2,Not the same,0,3,Same,0,4,Same,0,4
rkr1686,22,268,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,676835,12/01/2016 07:29,178,32,2,20,144,Not the same,0,7,Not the same,1,3,Not the same,1,3,Not the same,0,2,Not the same,1,3,Same,1,4,Not the same,0,5,Not the same,1,3,Same,1,4,Not the same,0,5,Not the same,1,6,Not the same,1,4,Not the same,1,3,Not the same,0,3,Same,1,5,Not the same,1,5,Not the same,0,7,Same,1,5,Not the same,1,6,Not the same,1,4,Same,1,7,Not the same,0,5,Not the same,0,4,Not the same,1,3,Same,0,5,Not the same,0,6,Not the same,1,7,Not the same,1,3,Not the same,0,4,Not the same,0,5,Not the same,1,5,Not the same,1,3
rkr1687,0,5,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29873,Nated,29965,Public Relations N4,0,0,676735,12/01/2016 07:23,178,32,4,23,210,Same,1,7,Not the same,1,4,Not the same,1,6,Same,1,5,Not the same,1,13,Same,1,7,Same,1,8,Not the same,1,7,Same,1,9,Same,1,6,Not the same,1,6,Not the same,1,4,Not the same,1,4,Same,1,5,Not the same,0,7,Not the same,1,4,Not the same,0,5,Same,1,9,Not the same,1,8,Not the same,1,7,Same,1,7,Not the same,0,3,Same,1,5,Same,0,9,Not the same,1,8,Same,1,6,Same,0,6,Same,0,10,Same,1,7,Not the same,0,5,Same,0,7,Same,0,6
rkr1688,31,373,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29889,Human Resources N4,0,0,676711,12/01/2016 07:19,178,32,4,25,152,Same,1,6,Not the same,1,4,Not the same,1,3,Same,1,3,Not the same,1,4,Same,1,3,Same,1,7,Not the same,1,6,Same,1,4,Same,1,10,Not the same,1,3,Not the same,1,5,Not the same,1,3,Same,1,2,Same,1,3,Not the same,1,3,Same,1,3,Not the same,0,5,Not the same,1,5,Not the same,1,3,Not the same,0,6,Same,1,4,Not the same,0,5,Not the same,1,9,Same,0,9,Same,1,7,Not the same,1,5,Not the same,1,7,Not the same,0,3,Not the same,0,3,Same,0,3,Not the same,1,6
rkr1689,22,268,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,676648,12/01/2016 07:12,178,32,4,26,184,Same,1,12,Not the same,1,9,Not the same,1,6,Same,1,5,Not the same,1,5,Same,1,9,Not the same,0,5,Not the same,1,7,Same,1,7,Not the same,0,9,Not the same,1,4,Not the same,1,5,Not the same,1,5,Same,1,7,Same,1,5,Not the same,1,6,Same,1,6,Same,1,5,Not the same,1,6,Not the same,1,4,Same,1,5,Same,1,5,Not the same,0,6,Not the same,1,4,Not the same,1,4,Not the same,0,6,Not the same,1,8,Not the same,1,3,Not the same,0,4,Not the same,0,4,Not the same,1,5,Not the same,1,3
rkr1690,21,260,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29898,Management Assistant N4,0,0,676544,12/01/2016 06:50,178,32,4,24,218,Not the same,0,13,Not the same,1,7,Not the same,1,7,Same,1,5,Not the same,1,4,Same,1,3,Same,1,6,Not the same,1,6,Same,1,4,Same,1,6,Not the same,1,4,Not the same,1,3,Not the same,1,4,Same,1,4,Same,1,4,Not the same,1,4,Same,1,3,Same,1,4,Not the same,1,5,Not the same,1,4,Same,1,8,Not the same,0,12,Not the same,0,9,Not the same,1,13,Not the same,1,12,Same,1,13,Same,0,16,Same,0,10,Same,1,6,Not the same,0,4,Same,0,6,Same,0,9
rkr1691,17,208,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,676542,12/01/2016 06:49,178,32,2,19,180,Same,1,11,Not the same,1,8,Not the same,1,14,Same,1,5,Same,0,4,Same,1,3,Same,1,4,Same,0,5,Same,1,3,Same,1,4,Not the same,1,5,Same,0,7,Not the same,1,4,Same,1,5,Same,1,3,Same,0,7,Same,1,3,Same,1,2,Same,0,4,Same,0,3,Not the same,0,5,Same,1,3,Same,1,3,Same,0,3,Same,0,8,Same,1,6,Same,0,9,Same,0,6,Same,1,9,Same,1,9,Same,0,8,Same,0,7
rkr1692,22,266,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47645,Office Administration L2 Group 1,0,0,676538,12/01/2016 06:47,178,32,4,24,162,Same,1,7,Not the same,1,6,Same,0,5,Same,1,5,Not the same,1,4,Same,1,4,Not the same,0,4,Not the same,1,8,Same,1,4,Same,1,7,Not the same,1,3,Not the same,1,4,Not the same,1,4,Same,1,4,Not the same,0,8,Not the same,1,7,Not the same,0,4,Same,1,4,Not the same,1,4,Not the same,1,4,Same,1,9,Same,1,5,Not the same,0,5,Not the same,1,4,Same,0,5,Same,1,5,Not the same,1,5,Not the same,1,5,Not the same,0,5,Same,1,5,Same,0,5,Not the same,1,4
rkr1693,19,233,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29889,Human Resources N4,0,0,676514,12/01/2016 06:39,178,32,2,18,198,Same,1,8,Not the same,1,6,Not the same,1,8,Same,1,8,Not the same,1,11,Same,1,12,Not the same,0,7,Not the same,1,8,Not the same,0,9,Not the same,0,5,Not the same,1,5,Not the same,1,5,Not the same,1,8,Not the same,0,7,Not the same,0,9,Not the same,1,9,Not the same,0,4,Not the same,0,5,Not the same,1,5,Not the same,1,5,Not the same,0,5,Not the same,0,5,Not the same,0,3,Not the same,1,3,Not the same,1,3,Not the same,0,3,Not the same,1,5,Not the same,1,3,Not the same,0,4,Same,1,5,Same,0,4,Same,0,11
rkr1694,20,240,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47645,Office Administration L2 Group 1,0,0,676443,11/01/2016 14:38,178,32,4,24,112,Same,1,9,Not the same,1,3,Not the same,1,5,Same,1,3,Not the same,1,5,Same,1,3,Same,1,5,Same,0,3,Same,1,4,Same,1,4,Not the same,1,3,Not the same,1,4,Not the same,1,3,Same,1,3,Same,1,4,Not the same,1,5,Same,1,2,Same,1,2,Same,0,2,Same,0,3,Same,1,5,Same,1,5,Same,1,3,Not the same,1,5,Same,0,2,Same,1,2,Same,0,5,Same,0,2,Same,1,2,Same,1,2,Same,0,2,Same,0,2
rkr1695,24,288,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47645,Office Administration L2 Group 1,0,0,676414,11/01/2016 14:14,178,32,3,22,162,Same,1,13,Not the same,1,9,Same,0,7,Same,1,7,Same,0,5,Same,1,4,Same,1,6,Same,0,4,Same,1,3,Same,1,2,Not the same,1,4,Same,0,4,Not the same,1,6,Same,1,3,Same,1,3,Not the same,1,5,Same,1,8,Same,1,7,Not the same,1,5,Same,0,4,Same,1,3,Same,1,3,Not the same,0,4,Not the same,1,3,Same,0,6,Same,1,3,Not the same,1,4,Same,0,4,Same,1,8,Same,1,3,Same,0,2,Same,0,10
rkr1696,20,245,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,676413,11/01/2016 14:11,178,32,2,19,106,Same,1,4,Not the same,1,3,Same,0,4,Same,1,9,Not the same,1,11,Same,1,3,Same,1,3,Not the same,1,4,Same,1,3,Same,1,2,Same,0,3,Same,0,3,Not the same,1,3,Not the same,0,4,Not the same,0,3,Same,0,4,Not the same,0,2,Same,1,2,Not the same,1,2,Not the same,1,4,Same,1,3,Same,1,3,Not the same,0,3,Not the same,1,3,Same,0,2,Not the same,0,2,Same,0,2,Not the same,1,2,Same,1,2,Not the same,0,4,Same,0,2,Not the same,1,2
rkr1697,31,373,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29889,Human Resources N4,0,0,676404,11/01/2016 14:04,178,32,4,23,185,Same,1,16,Not the same,1,5,Not the same,1,4,Same,1,4,Not the same,1,7,Same,1,4,Same,1,6,Not the same,1,5,Same,1,7,Not the same,0,5,Not the same,1,4,Not the same,1,3,Not the same,1,4,Not the same,0,14,Same,1,9,Not the same,1,5,Same,1,5,Same,1,10,Not the same,1,4,Not the same,1,3,Not the same,0,5,Same,1,6,Not the same,0,4,Not the same,1,4,Same,0,9,Not the same,0,5,Not the same,1,9,Not the same,1,3,Not the same,0,2,Not the same,0,2,Not the same,1,3,Same,0,9
rkr1698,20,247,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29889,Human Resources N4,0,0,676395,11/01/2016 13:58,178,32,4,25,204,Same,1,30,Not the same,1,24,Not the same,1,26,Same,1,7,Same,0,2,Same,1,4,Not the same,0,4,Not the same,1,4,Same,1,7,Same,1,4,Not the same,1,4,Not the same,1,3,Not the same,1,3,Same,1,4,Same,1,3,Not the same,1,4,Not the same,0,4,Same,1,5,Not the same,1,10,Not the same,1,3,Same,1,4,Same,1,4,Same,1,5,Not the same,1,4,Not the same,1,3,Not the same,0,5,Not the same,1,3,Same,0,5,Same,1,4,Not the same,0,4,Not the same,1,3,Same,0,5
rkr1699,19,236,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29901,Public Relations N4,0,0,676390,11/01/2016 13:53,178,32,2,18,131,Same,1,7,Not the same,1,6,Same,0,5,Not the same,0,3,Not the same,1,10,Not the same,0,3,Not the same,0,3,Same,0,5,Same,1,5,Same,1,3,Same,0,3,Not the same,1,4,Same,0,5,Same,1,3,Same,1,4,Same,0,5,Same,1,3,Same,1,7,Not the same,1,6,Not the same,1,5,Same,1,5,Same,1,5,Same,1,3,Same,0,2,Same,0,2,Same,1,4,Same,0,3,Same,0,2,Same,1,2,Same,1,2,Same,0,4,Same,0,2
rkr1700,21,259,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,676330,11/01/2016 13:38,178,32,4,25,213,Same,1,10,Not the same,1,8,Not the same,1,8,Same,1,6,Not the same,1,6,Same,1,5,Same,1,4,Not the same,1,7,Same,1,5,Same,1,7,Not the same,1,6,Not the same,1,13,Not the same,1,13,Same,1,6,Same,1,6,Not the same,1,6,Same,1,3,Same,1,5,Not the same,1,5,Same,0,6,Same,1,5,Same,1,7,Not the same,0,8,Not the same,1,7,Same,0,6,Same,1,7,Same,0,6,Not the same,1,6,Same,1,6,Not the same,0,9,Same,0,7,Same,0,4
rkr1701,17,213,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29873,Nated,29947,Educare N4,0,0,676321,11/01/2016 13:36,178,32,3,21,171,Same,1,7,Not the same,1,4,Not the same,1,4,Same,1,6,Not the same,1,4,Same,1,4,Same,1,6,Not the same,1,4,Not the same,0,5,Same,1,6,Not the same,1,5,Not the same,1,4,Not the same,1,5,Same,1,5,Same,1,5,Not the same,1,4,Same,1,6,Same,1,7,Not the same,1,8,Not the same,1,4,Not the same,0,4,Not the same,0,7,Not the same,0,5,Not the same,1,7,Same,0,5,Same,1,4,Same,0,4,Same,0,12,Not the same,0,5,Not the same,0,5,Same,0,5,Same,0,5
rkr1702,18,227,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,676313,11/01/2016 13:34,178,32,3,21,124,Same,1,8,Not the same,1,9,Same,0,4,Same,1,3,Not the same,1,4,Same,1,4,Not the same,0,4,Same,0,5,Same,1,2,Same,1,3,Not the same,1,5,Not the same,1,4,Not the same,1,4,Same,1,4,Same,1,3,Not the same,1,4,Same,1,3,Same,1,5,Same,0,4,Same,0,3,Same,1,2,Same,1,4,Not the same,0,4,Not the same,1,4,Not the same,1,4,Not the same,0,4,Same,0,4,Same,0,3,Not the same,0,3,Not the same,0,3,Not the same,1,2,Not the same,1,2
rkr1703,20,250,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29882,Business Management N4,0,0,676285,11/01/2016 13:31,178,32,4,25,217,Same,1,15,Not the same,1,5,Not the same,1,12,Same,1,6,Not the same,1,6,Same,1,6,Same,1,7,Not the same,1,5,Same,1,5,Same,1,10,Not the same,1,4,Not the same,1,9,Not the same,1,5,Same,1,4,Same,1,9,Not the same,1,10,Same,1,11,Not the same,0,7,Not the same,1,4,Not the same,1,3,Same,1,7,Not the same,0,6,Not the same,0,5,Not the same,1,4,Same,0,13,Same,1,10,Not the same,1,4,Same,0,5,Not the same,0,4,Not the same,0,6,Not the same,1,3,Not the same,1,7
rkr1704,18,216,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,676273,11/01/2016 13:28,178,32,4,23,143,Same,1,8,Not the same,1,4,Not the same,1,3,Same,1,3,Not the same,1,6,Same,1,8,Same,1,4,Not the same,1,3,Same,1,2,Not the same,0,3,Same,0,4,Not the same,1,5,Not the same,1,3,Same,1,4,Not the same,0,3,Not the same,1,7,Same,1,6,Same,1,7,Same,0,5,Same,0,3,Same,1,3,Same,1,3,Same,1,3,Same,0,3,Same,0,2,Same,1,2,Same,0,2,Same,0,11,Same,1,3,Same,1,14,Not the same,1,4,Not the same,1,2
rkr1705,18,217,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,676252,11/01/2016 13:26,178,32,4,23,137,Same,1,7,Same,0,7,Not the same,1,4,Same,1,3,Not the same,1,3,Same,1,4,Same,1,5,Not the same,1,8,Same,1,9,Same,1,7,Not the same,1,2,Not the same,1,4,Not the same,1,2,Not the same,0,5,Same,1,5,Not the same,1,3,Same,1,4,Not the same,0,4,Not the same,1,3,Not the same,1,2,Same,1,9,Not the same,0,2,Not the same,0,3,Not the same,1,2,Same,0,3,Same,1,3,Same,0,3,Not the same,1,7,Same,1,4,Not the same,0,3,Not the same,1,3,Same,0,4
rkr1706,19,232,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47647,Office Administration L2 Group 3,0,0,676241,11/01/2016 13:25,178,32,4,25,214,Same,1,11,Not the same,1,6,Not the same,1,8,Same,1,5,Not the same,1,10,Same,1,6,Same,1,11,Not the same,1,13,Same,1,8,Same,1,10,Not the same,1,9,Not the same,1,14,Not the same,1,6,Same,1,3,Same,1,4,Not the same,1,11,Same,1,3,Same,1,4,Not the same,1,9,Not the same,1,6,Same,1,4,Same,1,5,Not the same,0,8,Same,0,5,Same,0,5,Same,1,3,Same,0,5,Same,0,5,Same,1,5,Same,1,3,Same,0,3,Same,0,6
rkr1707,24,296,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29889,Human Resources N4,0,0,676248,11/01/2016 13:25,178,32,3,22,179,Same,1,11,Not the same,1,11,Same,0,12,Same,1,5,Not the same,1,8,Same,1,4,Same,1,10,Not the same,1,8,Same,1,5,Same,1,6,Not the same,1,5,Not the same,1,4,Not the same,1,5,Same,1,4,Same,1,4,Same,0,4,Same,1,4,Same,1,4,Same,0,4,Same,0,4,Same,1,4,Not the same,0,4,Not the same,0,9,Not the same,1,3,Same,0,4,Not the same,0,5,Not the same,1,6,Same,0,4,Same,1,5,Same,1,5,Same,0,3,Not the same,1,5
rkr1708,17,211,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29889,Human Resources N4,0,0,676245,11/01/2016 13:24,178,32,2,19,152,Not the same,0,9,Not the same,1,7,Same,0,11,Same,1,6,Same,0,6,Same,1,5,Not the same,0,5,Not the same,1,5,Same,1,4,Same,1,5,Not the same,1,7,Not the same,1,3,Not the same,1,4,Not the same,0,5,Not the same,0,4,Not the same,1,4,Not the same,0,5,Same,1,4,Not the same,1,4,Not the same,1,4,Not the same,0,6,Not the same,0,11,Not the same,0,3,Not the same,1,3,Not the same,1,3,Not the same,0,3,Not the same,1,3,Not the same,1,3,Not the same,0,3,Not the same,0,3,Not the same,1,2,Not the same,1,2
rkr1709,26,315,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,676242,11/01/2016 13:23,178,32,3,22,93,Not the same,0,6,Not the same,1,4,Not the same,1,4,Same,1,3,Not the same,1,5,Same,1,3,Not the same,0,3,Not the same,1,3,Same,1,3,Not the same,0,3,Not the same,1,2,Not the same,1,2,Not the same,1,2,Same,1,3,Same,1,2,Not the same,1,3,Same,1,4,Not the same,0,3,Not the same,1,2,Not the same,1,3,Not the same,0,2,Not the same,0,3,Not the same,0,3,Not the same,1,2,Not the same,1,2,Not the same,0,3,Not the same,1,2,Not the same,1,2,Not the same,0,3,Not the same,0,2,Not the same,1,3,Not the same,1,3
rkr1710,18,226,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29889,Human Resources N4,0,0,676232,11/01/2016 13:22,178,32,3,22,191,Same,1,6,Not the same,1,6,Not the same,1,8,Same,1,5,Same,0,4,Same,1,4,Same,1,7,Not the same,1,7,Same,1,6,Same,1,9,Not the same,1,7,Not the same,1,3,Not the same,1,4,Not the same,0,6,Same,1,9,Not the same,1,6,Same,1,5,Same,1,4,Not the same,1,10,Not the same,1,4,Not the same,0,5,Not the same,0,5,Not the same,0,6,Same,0,4,Same,0,8,Not the same,0,6,Not the same,1,4,Not the same,1,15,Not the same,0,4,Not the same,0,6,Not the same,1,4,Not the same,1,4
rkr1711,21,259,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,676195,11/01/2016 13:14,178,32,4,25,169,Same,1,8,Not the same,1,7,Not the same,1,12,Same,1,6,Not the same,1,3,Same,1,3,Same,1,7,Not the same,1,8,Same,1,4,Same,1,5,Not the same,1,6,Not the same,1,10,Not the same,1,6,Same,1,4,Same,1,4,Not the same,1,4,Same,1,5,Same,1,6,Not the same,1,5,Same,0,6,Same,1,4,Same,1,5,Not the same,0,5,Not the same,1,4,Same,0,3,Same,1,3,Not the same,1,6,Not the same,1,4,Not the same,0,4,Not the same,0,5,Same,0,4,Same,0,3
rkr1712,20,240,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29901,Public Relations N4,0,0,676167,11/01/2016 13:06,178,32,3,22,139,Same,1,8,Not the same,1,4,Not the same,1,3,Same,1,3,Same,0,3,Same,1,3,Same,1,4,Not the same,1,6,Not the same,0,4,Same,1,4,Not the same,1,3,Not the same,1,4,Not the same,1,3,Same,1,4,Same,1,4,Not the same,1,4,Same,1,7,Same,1,4,Same,0,4,Not the same,1,3,Same,1,4,Same,1,4,Same,1,8,Same,0,5,Same,0,4,Same,1,4,Same,0,5,Same,0,5,Same,1,5,Not the same,0,6,Same,0,4,Same,0,3
rkr1713,50,610,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29873,Nated,29947,Educare N4,0,0,676143,11/01/2016 13:02,178,32,2,19,230,Same,1,9,Same,0,7,Same,0,7,Same,1,4,Not the same,1,17,Same,1,7,Same,1,7,Same,0,9,Same,1,4,Same,1,6,Same,0,9,Not the same,1,8,Not the same,1,7,Same,1,5,Same,1,4,Same,0,4,Same,1,4,Same,1,17,Same,0,11,Same,0,7,Same,1,7,Same,1,8,Same,1,6,Same,0,8,Same,0,11,Same,1,6,Same,0,5,Not the same,1,6,Same,1,7,Not the same,0,5,Same,0,4,Same,0,4
rkr1714,19,231,F,992,gauwec15stl,243,Westcol,3575,Randfontein,29874,National Certificate Vocations,47563,HOSPITALITY,0,0,676146,11/01/2016 13:01,178,32,3,22,184,Same,1,6,Not the same,1,6,Same,0,5,Same,1,4,Not the same,1,7,Same,1,6,Same,1,4,Not the same,1,4,Same,1,4,Same,1,4,Same,0,4,Not the same,1,5,Not the same,1,4,Same,1,8,Same,1,6,Not the same,1,5,Same,1,6,Same,1,3,Same,0,7,Same,0,4,Same,1,7,Same,1,7,Same,1,7,Same,0,11,Not the same,1,10,Not the same,0,4,Not the same,1,6,Same,0,5,Not the same,0,8,Not the same,0,5,Same,0,5,Not the same,1,7
