Name,AgeYears,AgeMonths,Gender,ClientId,ClientCode,RegionId,Region,InstitutionId,Institution,GroupId,Group,SubGroupId1,SubGroup1,SubGroupId2,SubGroup2,TestResultId,DateCompleted,DaysSince,QuestionsCompleted,Band,Score,Duration,An01,Sc01,Du01,An02,Sc02,Du02,An03,Sc03,Du03,An04,Sc04,Du04,An05,Sc05,Du05,An06,Sc06,Du06,An07,Sc07,Du07,An08,Sc08,Du08,An09,Sc09,Du09,An10,Sc10,Du10,An11,Sc11,Du11,An12,Sc12,Du12,An13,Sc13,Du13,An14,Sc14,Du14,An15,Sc15,Du15,An16,Sc16,Du16,An17,Sc17,Du17,An18,Sc18,Du18,An19,Sc19,Du19,An20,Sc20,Du20,An21,Sc21,Du21,An22,Sc22,Du22,An23,Sc23,Du23,An24,Sc24,Du24,An25,Sc25,Du25,An26,Sc26,Du26,An27,Sc27,Du27,An28,Sc28,Du28,An29,Sc29,Du29,An30,Sc30,Du30,An31,Sc31,Du31,An32,Sc32,Du32
rkr1000,22,272,F,992,gauwec15stl,243,Westcol,3576,Thuba Makote,29876,Nated,29981,Human Resources N4,0,0,760975,18/04/2016 13:33,80,32,1,17,62.257,Same,1,1.078,Not the same,1,0.702,Same,0,0.593,Not the same,0,0.531,Same,0,0.523,Same,1,46.318,Same,1,0.687,Not the same,1,0.308,Same,1,0.389,Not the same,0,0.291,Not the same,1,0.733,Same,0,0.37,Not the same,1,0.963,Same,1,0.5,Not the same,0,0.307,Same,0,0.407,Not the same,0,0.332,Same,1,0.358,Not the same,1,0.346,Same,0,0.357,Not the same,0,0.31,Same,1,0.388,Not the same,0,0.354,Same,0,1.287,Not the same,1,0.329,Same,1,0.949,Not the same,1,0.341,Same,0,0.342,Not the same,0,0.388,Same,1,0.769,Not the same,1,0.359,Same,0,0.348
rkr1001,18,219,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,720925,26/01/2016 11:06,164,32,4,23,227,Same,1,16,Not the same,1,11,Not the same,1,8,Same,1,4,Not the same,1,5,Same,1,4,Not the same,0,3,Not the same,1,7,Same,1,4,Same,1,6,Not the same,1,18,Not the same,1,14,Not the same,1,8,Same,1,7,Same,1,8,Not the same,1,8,Not the same,0,5,Same,1,9,Not the same,1,5,Same,0,14,Same,1,6,Same,1,9,Not the same,0,5,Same,0,8,Same,0,7,Same,1,9,Not the same,1,3,Not the same,1,4,Not the same,0,4,Not the same,0,3,Not the same,1,4,Same,0,1
rkr1002,28,338,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,713256,22/01/2016 11:52,167,32,4,25,139,Same,1,17,Not the same,1,4,Not the same,1,5,Same,1,4,Not the same,1,7,Same,1,4,Not the same,0,3,Not the same,1,8,Same,1,4,Not the same,0,5,Not the same,1,3,Not the same,1,3,Not the same,1,3,Not the same,0,5,Same,1,4,Not the same,1,3,Same,1,4,Same,1,4,Not the same,1,3,Not the same,1,3,Same,1,6,Same,1,4,Not the same,0,4,Not the same,1,3,Same,0,3,Same,1,3,Not the same,1,4,Not the same,1,4,Not the same,0,3,Not the same,0,3,Not the same,1,3,Not the same,1,3
rkr1003,22,269,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,713083,22/01/2016 10:51,168,32,4,24,249,Same,1,9,Not the same,1,7,Not the same,1,12,Same,1,10,Not the same,1,5,Same,1,7,Same,1,5,Not the same,1,7,Same,1,13,Same,1,7,Not the same,1,10,Not the same,1,9,Not the same,1,4,Same,1,8,Same,1,7,Same,0,16,Same,1,11,Same,1,4,Not the same,1,4,Not the same,1,4,Same,1,4,Same,1,16,Same,1,6,Same,0,6,Same,0,4,Same,1,4,Same,0,4,Not the same,1,11,Not the same,0,6,Not the same,0,17,Same,0,5,Same,0,7
rkr1004,21,253,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47643,"Finance, Economics & Accounting L2 Group 1",0,0,712949,22/01/2016 10:29,168,32,3,21,197,Same,1,8,Not the same,1,6,Not the same,1,6,Same,1,7,Not the same,1,5,Same,1,5,Same,1,5,Not the same,1,11,Same,1,6,Same,1,6,Not the same,1,6,Not the same,1,8,Not the same,1,5,Same,1,4,Same,1,4,Not the same,1,10,Same,1,4,Same,1,9,Not the same,1,4,Same,0,5,Same,1,5,Not the same,0,6,Not the same,0,10,Same,0,6,Same,0,3,Same,1,9,Same,0,5,Same,0,6,Not the same,0,6,Not the same,0,6,Same,0,4,Same,0,7
rkr1005,22,274,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47648,Office Administration L2 Group 4,0,0,712933,22/01/2016 10:28,168,32,4,24,255,Same,1,25,Not the same,1,8,Not the same,1,12,Same,1,6,Not the same,1,8,Same,1,5,Same,1,8,Not the same,1,18,Same,1,4,Same,1,25,Not the same,1,10,Not the same,1,4,Not the same,1,9,Same,1,4,Same,1,4,Not the same,1,5,Same,1,3,Same,1,6,Not the same,1,6,Same,0,7,Same,1,6,Same,1,5,Same,1,8,Same,0,7,Same,0,6,Not the same,0,7,Same,0,6,Same,0,5,Same,1,11,Same,1,5,Same,0,5,Same,0,7
rkr1006,24,289,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,712805,22/01/2016 10:11,168,32,2,20,143,Not the same,0,6,Not the same,1,5,Not the same,1,12,Same,1,5,Not the same,1,6,Same,1,4,Not the same,0,4,Not the same,1,6,Same,1,4,Same,1,3,Not the same,1,5,Not the same,1,6,Not the same,1,3,Same,1,3,Same,1,4,Not the same,1,4,Same,1,4,Same,1,3,Same,0,7,Same,0,5,Same,1,3,Same,1,3,Not the same,0,6,Not the same,1,3,Same,0,5,Not the same,0,4,Not the same,1,3,Same,0,3,Not the same,0,4,Not the same,0,4,Same,0,3,Same,0,3
rkr1007,18,226,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,712744,22/01/2016 10:05,168,32,4,23,234,Same,1,24,Not the same,1,12,Same,0,8,Same,1,6,Not the same,1,10,Same,1,10,Same,1,4,Not the same,1,8,Same,1,6,Same,1,7,Not the same,1,5,Not the same,1,4,Not the same,1,4,Not the same,0,5,Same,1,6,Not the same,1,4,Same,1,6,Same,1,6,Not the same,1,5,Not the same,1,5,Same,1,11,Not the same,0,6,Not the same,0,11,Not the same,1,7,Same,0,6,Not the same,0,8,Not the same,1,10,Not the same,1,4,Same,1,7,Not the same,0,4,Same,0,6,Same,0,9
rkr1008,21,257,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47648,Office Administration L2 Group 4,0,0,712446,22/01/2016 09:34,168,32,4,24,388,Same,1,18,Not the same,1,10,Not the same,1,5,Same,1,6,Not the same,1,21,Same,1,3,Not the same,0,17,Not the same,1,10,Same,1,3,Same,1,4,Not the same,1,7,Same,0,5,Not the same,1,4,Same,1,4,Same,1,4,Not the same,1,3,Same,1,4,Same,1,3,Not the same,1,3,Same,0,3,Same,1,4,Same,1,4,Not the same,0,5,Not the same,1,14,Same,0,73,Not the same,0,38,Not the same,1,63,Not the same,1,31,Not the same,0,5,Not the same,0,4,Not the same,1,7,Not the same,1,3
rkr1009,28,338,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47643,"Finance, Economics & Accounting L2 Group 1",0,0,710851,21/01/2016 13:17,168,32,4,25,333,Same,1,53,Not the same,1,11,Not the same,1,11,Same,1,16,Not the same,1,6,Not the same,0,4,Not the same,0,12,Not the same,1,12,Same,1,10,Not the same,0,10,Not the same,1,5,Not the same,1,6,Not the same,1,6,Same,1,16,Same,1,13,Not the same,1,6,Same,1,7,Same,1,6,Not the same,1,10,Not the same,1,10,Same,1,13,Same,1,14,Not the same,0,32,Not the same,1,4,Not the same,1,5,Not the same,0,5,Not the same,1,5,Not the same,1,5,Not the same,0,6,Not the same,0,5,Not the same,1,5,Not the same,1,4
rkr1010,18,218,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47643,"Finance, Economics & Accounting L2 Group 1",0,0,710846,21/01/2016 13:13,168,32,1,17,370,Same,1,16,Not the same,1,12,Same,0,16,Same,1,13,Same,0,15,Same,1,13,Not the same,0,13,Same,0,8,Not the same,0,7,Not the same,0,13,Not the same,1,12,Not the same,1,13,Not the same,1,14,Same,1,6,Same,1,15,Not the same,1,11,Same,1,8,Same,1,12,Not the same,1,13,Same,0,9,Same,1,15,Not the same,0,5,Same,1,13,Same,0,11,Not the same,1,13,Not the same,0,13,Same,0,6,Same,0,8,Not the same,0,16,Same,1,6,Same,0,12,Same,0,13
rkr1011,37,449,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,710844,21/01/2016 13:06,168,32,4,25,162,Same,1,9,Not the same,1,6,Not the same,1,8,Same,1,4,Not the same,1,5,Same,1,4,Not the same,0,6,Not the same,1,6,Same,1,5,Same,1,4,Not the same,1,3,Same,0,3,Not the same,1,4,Same,1,6,Same,1,5,Not the same,1,4,Same,1,4,Same,1,6,Not the same,1,4,Not the same,1,6,Not the same,0,8,Same,1,6,Not the same,0,4,Not the same,1,7,Same,0,6,Not the same,0,5,Not the same,1,3,Not the same,1,3,Same,1,5,Not the same,0,4,Not the same,1,5,Not the same,1,4
rkr1012,19,232,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,710788,21/01/2016 12:41,168,32,3,21,213,Same,1,14,Not the same,1,6,Not the same,1,8,Same,1,5,Not the same,1,5,Same,1,6,Not the same,0,7,Same,0,6,Same,1,7,Same,1,4,Same,0,3,Not the same,1,4,Same,0,7,Same,1,5,Not the same,0,5,Not the same,1,3,Not the same,0,3,Not the same,0,5,Not the same,1,6,Not the same,1,10,Not the same,0,9,Same,1,8,Same,1,7,Not the same,1,6,Same,0,13,Same,1,8,Same,0,10,Not the same,1,7,Same,1,6,Not the same,0,6,Not the same,1,7,Not the same,1,7
rkr1013,22,264,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47648,Office Administration L2 Group 4,0,0,710769,21/01/2016 12:30,168,32,4,23,132,Same,1,6,Not the same,1,4,Not the same,1,4,Same,1,3,Not the same,1,4,Same,1,3,Not the same,0,4,Not the same,1,4,Same,1,3,Same,1,5,Not the same,1,3,Not the same,1,3,Not the same,1,3,Same,1,3,Same,1,3,Not the same,1,6,Same,1,4,Same,1,3,Not the same,1,5,Same,0,4,Same,1,10,Same,1,4,Not the same,0,7,Same,0,4,Same,0,3,Same,1,3,Not the same,1,3,Same,0,4,Same,1,3,Not the same,0,5,Same,0,4,Same,0,5
rkr1014,20,240,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,710604,21/01/2016 11:44,169,32,4,25,395,Same,1,7,Not the same,1,7,Not the same,1,17,Same,1,9,Not the same,1,19,Same,1,26,Same,1,37,Not the same,1,26,Same,1,15,Same,1,8,Not the same,1,7,Not the same,1,7,Not the same,1,6,Same,1,9,Same,1,5,Not the same,1,6,Same,1,5,Same,1,8,Not the same,1,7,Not the same,1,8,Not the same,0,18,Not the same,0,8,Not the same,0,5,Not the same,1,6,Same,0,7,Same,1,13,Not the same,1,31,Same,0,15,Same,1,12,Not the same,0,6,Not the same,1,29,Same,0,6
rkr1015,37,450,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,710484,21/01/2016 11:26,169,32,3,21,447,Same,1,17,Not the same,1,14,Same,0,14,Same,1,6,Same,0,10,Same,1,9,Same,1,8,Not the same,1,11,Same,1,9,Same,1,5,Not the same,1,9,Not the same,1,12,Not the same,1,6,Not the same,0,8,Not the same,0,11,Not the same,1,9,Same,1,8,Same,1,13,Not the same,1,57,Same,0,13,Same,1,16,Not the same,0,12,Not the same,0,10,Not the same,1,30,Not the same,1,10,Not the same,0,11,Same,0,23,Same,0,10,Same,1,9,Same,1,12,Same,0,14,Not the same,1,41
rkr1016,0,5,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47675,TOURISM L2 Group2,0,0,710338,21/01/2016 11:11,169,32,4,24,347,Same,1,10,Not the same,1,10,Same,0,15,Same,1,9,Not the same,1,9,Same,1,8,Same,1,8,Not the same,1,8,Same,1,6,Same,1,9,Not the same,1,7,Same,0,9,Not the same,1,9,Same,1,11,Same,1,13,Not the same,1,10,Same,1,8,Same,1,18,Same,0,11,Not the same,1,9,Same,1,10,Same,1,8,Same,1,8,Same,0,10,Same,0,15,Same,1,9,Not the same,1,12,Same,0,10,Same,1,11,Same,1,11,Same,0,33,Same,0,13
rkr1017,18,219,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47675,TOURISM L2 Group2,0,0,710341,21/01/2016 11:11,169,32,3,21,333,Same,1,8,Not the same,1,17,Same,0,7,Same,1,10,Not the same,1,5,Same,1,5,Not the same,0,4,Not the same,1,5,Not the same,0,4,Not the same,0,4,Not the same,1,5,Not the same,1,4,Not the same,1,9,Same,1,6,Same,1,7,Not the same,1,4,Same,1,5,Not the same,0,8,Not the same,1,8,Not the same,1,7,Not the same,0,9,Not the same,0,56,Not the same,0,5,Not the same,1,14,Not the same,1,15,Not the same,0,17,Not the same,1,16,Not the same,1,7,Not the same,0,12,Not the same,0,4,Not the same,1,32,Not the same,1,14
rkr1018,18,225,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47647,Office Administration L2 Group 3,0,0,710297,21/01/2016 11:04,169,32,3,22,178,Same,1,9,Not the same,1,8,Not the same,1,7,Same,1,8,Same,0,12,Same,1,4,Not the same,0,5,Not the same,1,5,Same,1,6,Not the same,0,7,Not the same,1,8,Not the same,1,3,Not the same,1,3,Same,1,6,Same,1,5,Not the same,1,5,Same,1,6,Not the same,0,5,Not the same,1,5,Not the same,1,3,Same,1,5,Not the same,0,5,Not the same,0,4,Not the same,1,4,Same,0,8,Not the same,0,6,Not the same,1,5,Not the same,1,5,Not the same,0,4,Not the same,0,4,Not the same,1,4,Not the same,1,4
rkr1019,19,233,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,710299,21/01/2016 11:04,169,32,4,23,163,Not the same,0,8,Not the same,1,4,Not the same,1,4,Same,1,5,Not the same,1,13,Same,1,6,Not the same,0,4,Not the same,1,6,Same,1,4,Same,1,11,Not the same,1,4,Not the same,1,4,Not the same,1,4,Same,1,4,Same,1,5,Not the same,1,4,Same,1,7,Not the same,0,4,Not the same,1,3,Not the same,1,7,Not the same,0,4,Same,1,6,Same,1,5,Same,0,4,Same,0,4,Not the same,0,4,Not the same,1,4,Not the same,1,3,Same,1,4,Not the same,0,4,Not the same,1,5,Same,0,5
rkr1020,28,340,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,710082,21/01/2016 10:51,169,32,4,24,533,Same,1,13,Not the same,1,10,Not the same,1,18,Same,1,14,Not the same,1,15,Same,1,10,Not the same,0,12,Not the same,1,18,Same,1,13,Same,1,29,Not the same,1,47,Not the same,1,12,Not the same,1,10,Same,1,15,Same,1,10,Not the same,1,14,Same,1,15,Same,1,10,Not the same,1,11,Not the same,1,20,Same,1,11,Same,1,9,Not the same,0,18,Not the same,1,25,Same,0,13,Same,1,28,Same,0,17,Same,0,14,Not the same,0,14,Same,1,26,Same,0,18,Same,0,24
rkr1021,18,226,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47647,Office Administration L2 Group 3,0,0,710047,21/01/2016 10:42,169,32,4,24,227,Same,1,23,Not the same,1,5,Not the same,1,8,Same,1,10,Not the same,1,10,Same,1,8,Same,1,7,Not the same,1,5,Same,1,5,Same,1,6,Not the same,1,9,Not the same,1,11,Not the same,1,7,Same,1,6,Same,1,5,Not the same,1,8,Same,1,12,Same,1,7,Same,0,4,Same,0,4,Same,1,4,Same,1,5,Not the same,0,7,Same,0,4,Same,0,5,Same,1,4,Not the same,1,5,Same,0,8,Same,1,7,Same,1,7,Same,0,5,Same,0,6
rkr1022,21,259,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,709977,21/01/2016 10:38,169,32,4,23,260,Same,1,9,Not the same,1,19,Not the same,1,10,Same,1,5,Not the same,1,6,Same,1,5,Same,1,8,Not the same,1,8,Same,1,4,Same,1,6,Not the same,1,6,Not the same,1,7,Not the same,1,4,Same,1,7,Same,1,6,Not the same,1,10,Same,1,18,Same,1,11,Not the same,1,7,Not the same,1,10,Same,1,7,Not the same,0,7,Not the same,0,9,Not the same,1,7,Not the same,1,7,Not the same,0,7,Same,0,12,Same,0,15,Not the same,0,5,Not the same,0,6,Same,0,7,Same,0,5
rkr1023,18,223,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47648,Office Administration L2 Group 4,0,0,709867,21/01/2016 10:27,169,32,2,19,235,Same,1,10,Not the same,1,23,Same,0,8,Same,1,6,Same,0,4,Same,1,4,Same,1,5,Not the same,1,6,Same,1,5,Same,1,6,Same,0,15,Same,0,10,Not the same,1,8,Same,1,6,Same,1,7,Same,0,8,Same,1,7,Same,1,4,Same,0,4,Same,0,5,Same,1,5,Same,1,5,Same,1,7,Same,0,6,Same,0,10,Same,1,7,Same,0,8,Same,0,10,Same,1,5,Same,1,8,Same,0,6,Same,0,7
rkr1024,19,229,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,709713,21/01/2016 10:15,169,32,4,24,241,Same,1,10,Not the same,1,8,Not the same,1,13,Same,1,5,Not the same,1,5,Same,1,7,Same,1,4,Not the same,1,6,Same,1,6,Same,1,5,Not the same,1,5,Not the same,1,12,Same,0,10,Same,1,7,Same,1,7,Not the same,1,9,Same,1,5,Same,1,5,Not the same,1,8,Same,0,6,Same,1,6,Same,1,5,Not the same,0,6,Same,0,6,Not the same,1,9,Same,1,8,Not the same,1,9,Same,0,7,Same,1,10,Not the same,0,15,Same,0,9,Same,0,8
rkr1025,20,242,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47648,Office Administration L2 Group 4,0,0,709542,21/01/2016 09:55,169,32,1,16,149,Same,1,15,Same,0,9,Same,0,6,Same,1,4,Same,0,4,Same,1,3,Same,1,4,Same,0,3,Same,1,3,Same,1,2,Same,0,3,Same,0,3,Same,0,3,Same,1,3,Same,1,6,Same,0,3,Same,1,3,Same,1,3,Same,0,2,Same,0,3,Same,1,2,Same,1,3,Same,1,5,Same,0,7,Same,0,14,Same,1,3,Same,0,5,Same,0,3,Same,1,7,Same,1,7,Same,0,5,Same,0,3
rkr1026,19,233,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,706910,20/01/2016 12:49,169,32,2,20,113,Not the same,0,8,Not the same,1,3,Not the same,1,3,Same,1,4,Not the same,1,4,Same,1,3,Same,1,5,Not the same,1,4,Same,1,2,Same,1,8,Not the same,1,3,Not the same,1,3,Not the same,1,2,Same,1,6,Same,1,5,Not the same,1,3,Not the same,0,3,Not the same,0,3,Same,0,2,Not the same,1,1,Same,1,1,Not the same,0,1,Not the same,0,7,Same,0,3,Same,0,3,Same,1,4,Same,0,4,Same,0,3,Same,1,2,Same,1,2,Same,0,4,Same,0,4
rkr1027,21,252,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,706509,20/01/2016 11:57,169,32,4,23,203,Same,1,15,Same,0,25,Not the same,1,5,Same,1,4,Not the same,1,6,Same,1,3,Same,1,5,Not the same,1,8,Same,1,6,Same,1,6,Not the same,1,4,Not the same,1,8,Not the same,1,7,Same,1,9,Not the same,0,9,Not the same,1,6,Same,1,5,Same,1,4,Not the same,1,4,Not the same,1,3,Same,1,3,Same,1,3,Not the same,0,4,Same,0,3,Same,0,2,Same,1,4,Same,0,4,Not the same,1,16,Not the same,0,3,Not the same,0,4,Same,0,3,Not the same,1,12
rkr1028,19,236,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47648,Office Administration L2 Group 4,0,0,706429,20/01/2016 11:50,169,32,3,22,173,Same,1,9,Not the same,1,7,Not the same,1,12,Same,1,5,Not the same,1,6,Same,1,5,Same,1,6,Not the same,1,5,Same,1,7,Same,1,6,Not the same,1,5,Not the same,1,4,Not the same,1,7,Same,1,4,Not the same,0,5,Not the same,1,5,Not the same,0,4,Same,1,6,Same,0,8,Same,0,6,Same,1,6,Not the same,0,6,Same,1,5,Same,0,4,Not the same,1,5,Same,1,4,Same,0,3,Same,0,4,Same,1,3,Same,1,4,Same,0,3,Same,0,4
rkr1031,18,221,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,47650,TOURISM L2 Group 1,0,0,706349,20/01/2016 11:45,170,32,4,26,194,Same,1,4,Not the same,1,3,Not the same,1,7,Same,1,4,Not the same,1,8,Same,1,4,Not the same,0,8,Not the same,1,8,Same,1,10,Same,1,31,Not the same,1,6,Not the same,1,4,Not the same,1,4,Same,1,5,Not the same,0,12,Not the same,1,6,Same,1,5,Same,1,4,Not the same,1,4,Not the same,1,5,Same,1,4,Same,1,5,Not the same,0,4,Not the same,1,5,Same,0,6,Same,1,6,Same,0,5,Not the same,1,5,Same,1,4,Same,1,3,Same,0,3,Not the same,1,2
rkr1032,0,5,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29916,Tourism L2,0,0,706339,20/01/2016 11:45,170,32,2,20,229,Same,1,7,Not the same,1,6,Not the same,1,9,Same,1,6,Same,0,5,Same,1,3,Same,1,7,Same,0,13,Same,1,6,Same,1,8,Not the same,1,9,Not the same,1,13,Not the same,1,6,Not the same,0,9,Not the same,0,8,Not the same,1,5,Same,1,6,Not the same,0,9,Not the same,1,9,Not the same,1,6,Not the same,0,7,Same,1,8,Not the same,0,8,Not the same,1,5,Same,0,8,Not the same,0,7,Not the same,1,5,Not the same,1,5,Not the same,0,6,Not the same,0,5,Not the same,1,9,Same,0,6
rkr1033,21,261,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,47630,Edu-care N4,0,0,706299,20/01/2016 11:40,170,32,2,20,168,Same,1,11,Not the same,1,3,Not the same,1,7,Same,1,3,Not the same,1,7,Same,1,3,Same,1,4,Not the same,1,5,Same,1,4,Not the same,0,7,Not the same,1,3,Not the same,1,3,Not the same,1,4,Not the same,0,4,Same,1,6,Not the same,1,5,Not the same,0,5,Not the same,0,4,Not the same,1,5,Not the same,1,4,Not the same,0,6,Not the same,0,4,Not the same,0,3,Not the same,1,2,Not the same,1,11,Not the same,0,4,Same,0,7,Not the same,1,10,Not the same,0,7,Not the same,0,6,Same,0,6,Not the same,1,5
rkr1034,28,336,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,705868,20/01/2016 11:15,170,32,3,22,293,Same,1,7,Not the same,1,17,Same,0,13,Same,1,7,Not the same,1,12,Same,1,11,Same,1,10,Not the same,1,9,Same,1,7,Not the same,0,18,Not the same,1,9,Not the same,1,5,Not the same,1,5,Not the same,0,8,Same,1,10,Not the same,1,8,Same,1,8,Same,1,8,Not the same,1,19,Not the same,1,9,Same,1,9,Same,1,10,Same,1,6,Same,0,5,Same,0,6,Not the same,0,8,Not the same,1,5,Same,0,10,Not the same,0,9,Not the same,0,6,Same,0,11,Not the same,1,8
rkr1035,23,276,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29913,Office Administration L2,0,0,705869,20/01/2016 11:14,170,32,4,23,203,Same,1,4,Not the same,1,9,Not the same,1,12,Same,1,5,Not the same,1,7,Same,1,7,Same,1,44,Not the same,1,9,Same,1,10,Same,1,5,Not the same,1,4,Not the same,1,3,Not the same,1,3,Same,1,3,Same,1,3,Same,0,3,Same,1,4,Same,1,5,Not the same,1,3,Not the same,1,3,Same,1,4,Not the same,0,3,Not the same,0,4,Not the same,1,6,Same,0,7,Not the same,0,11,Not the same,1,4,Same,0,4,Not the same,0,4,Not the same,0,3,Not the same,1,3,Same,0,4
rkr1036,0,5,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29907,"Finance, Economic & Accounting L2",0,0,705855,20/01/2016 11:14,170,32,4,24,230,Same,1,8,Not the same,1,6,Not the same,1,8,Same,1,5,Not the same,1,6,Same,1,8,Same,1,10,Not the same,1,6,Same,1,5,Same,1,5,Not the same,1,6,Not the same,1,7,Not the same,1,6,Same,1,6,Same,1,4,Not the same,1,7,Same,1,7,Same,1,19,Not the same,1,7,Not the same,1,9,Same,1,5,Same,1,6,Same,1,7,Same,0,5,Same,0,7,Not the same,0,5,Same,0,5,Same,0,8,Same,1,15,Not the same,0,7,Same,0,8,Same,0,7
rkr1037,19,238,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29866,National Certificate Vocations,29907,"Finance, Economic & Accounting L2",0,0,705752,20/01/2016 11:08,170,32,4,24,202,Same,1,10,Not the same,1,7,Not the same,1,7,Same,1,5,Not the same,1,8,Same,1,4,Not the same,0,4,Not the same,1,11,Same,1,8,Same,1,5,Not the same,1,9,Not the same,1,5,Not the same,1,3,Same,1,4,Same,1,5,Not the same,1,4,Same,1,3,Same,1,5,Not the same,1,4,Same,0,7,Not the same,0,6,Same,1,5,Not the same,0,10,Not the same,1,7,Not the same,1,12,Same,1,5,Not the same,1,6,Same,0,9,Same,1,8,Not the same,0,6,Same,0,5,Same,0,5
rkr1038,0,5,F,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29882,Business Management N4,0,0,705489,20/01/2016 10:54,170,32,2,20,271,Same,1,13,Not the same,1,12,Not the same,1,9,Same,1,8,Not the same,1,6,Same,1,7,Same,1,8,Not the same,1,6,Same,1,7,Not the same,0,7,Not the same,1,6,Not the same,1,8,Not the same,1,5,Not the same,0,8,Not the same,0,6,Not the same,1,11,Same,1,10,Not the same,0,8,Not the same,1,11,Not the same,1,8,Same,1,8,Not the same,0,6,Same,1,10,Same,0,13,Same,0,6,Not the same,0,7,Not the same,1,5,Not the same,1,12,Not the same,0,10,Not the same,0,10,Same,0,12,Same,0,8
rkr1039,16,203,M,992,gauwec15stl,243,Westcol,3573,Krugersdorp,29867,Nated,29889,Human Resources N4,0,0,705265,20/01/2016 10:41,170,32,2,19,227,Same,1,16,Same,0,3,Not the same,1,10,Same,1,7,Not the same,1,7,Same,1,8,Not the same,0,6,Not the same,1,6,Not the same,0,5,Not the same,0,7,Not the same,1,6,Not the same,1,4,Not the same,1,4,Same,1,13,Same,1,6,Not the same,1,6,Not the same,0,7,Same,1,10,Not the same,1,4,Not the same,1,8,Not the same,0,10,Not the same,0,7,Not the same,0,8,Not the same,1,6,Same,0,9,Not the same,0,8,Not the same,1,5,Not the same,1,4,Not the same,0,5,Not the same,0,4,Same,0,11,Not the same,1,7
